time	V(n001)	V(n002)
1.175664062500000e-003	0.000000e+000	5.337058e-001
1.177617187500000e-003	0.000000e+000	5.137365e-001
1.179570312500000e-003	0.000000e+000	4.922141e-001
1.181523437500000e-003	0.000000e+000	4.692499e-001
1.183476562500000e-003	0.000000e+000	4.449584e-001
1.185429687500000e-003	0.000000e+000	4.194570e-001
1.187382812500000e-003	0.000000e+000	3.928652e-001
1.189335937500000e-003	0.000000e+000	3.653044e-001
1.193242187500000e-003	0.000000e+000	3.077681e-001
1.197148437500000e-003	0.000000e+000	2.478805e-001
1.200000000000000e-003	2.168404e-014	2.031733e-001
1.201428571428572e-003	1.428571e-001	3.218429e-001
1.202857142857143e-003	2.857143e-001	4.387971e-001
1.204285714285714e-003	4.285714e-001	5.540358e-001
1.205714285714286e-003	5.714286e-001	6.675592e-001
1.207142857142857e-003	7.142857e-001	7.793671e-001
1.208571428571428e-003	8.571429e-001	8.894596e-001
1.210000000000000e-003	1.000000e+000	9.978368e-001
1.212929687500000e-003	1.000000e+000	9.254282e-001
1.215859375000000e-003	1.000000e+000	8.568056e-001
1.218789062500000e-003	1.000000e+000	7.919689e-001
1.221718750000000e-003	1.000000e+000	7.309181e-001
1.224648437500000e-003	1.000000e+000	6.736532e-001
1.227578125000000e-003	1.000000e+000	6.201742e-001
1.230507812500000e-003	1.000000e+000	5.704812e-001
1.232460937500000e-003	1.000000e+000	5.408214e-001
1.234414062500000e-003	1.000000e+000	5.134678e-001
1.236367187500000e-003	1.000000e+000	4.884791e-001
1.238320312500000e-003	1.000000e+000	4.659039e-001
1.240273437500000e-003	1.000000e+000	4.457808e-001
1.242226562500000e-003	1.000000e+000	4.281383e-001
1.244179687500000e-003	1.000000e+000	4.129950e-001
1.246132812500000e-003	1.000000e+000	4.003599e-001
1.248085937500000e-003	1.000000e+000	3.902321e-001
1.250039062500000e-003	1.000000e+000	3.826014e-001
1.251992187500000e-003	1.000000e+000	3.774484e-001
1.253945312500000e-003	1.000000e+000	3.747447e-001
1.255898437500000e-003	1.000000e+000	3.744530e-001
1.257851562500000e-003	1.000000e+000	3.765279e-001
1.259804687500000e-003	1.000000e+000	3.809159e-001
1.261757812500000e-003	1.000000e+000	3.875557e-001
1.263710937500000e-003	1.000000e+000	3.963787e-001
1.265664062500000e-003	1.000000e+000	4.073094e-001
1.267617187500000e-003	1.000000e+000	4.202657e-001
1.269570312500000e-003	1.000000e+000	4.351599e-001
1.271523437500000e-003	1.000000e+000	4.518980e-001
1.273476562500000e-003	1.000000e+000	4.703813e-001
1.275429687500000e-003	1.000000e+000	4.905064e-001
1.277382812500000e-003	1.000000e+000	5.121655e-001
1.281289062500000e-003	1.000000e+000	5.596371e-001
1.285195312500000e-003	1.000000e+000	6.118694e-001
1.289101562500000e-003	1.000000e+000	6.679000e-001
1.293007812500000e-003	1.000000e+000	7.267464e-001
1.296914062500000e-003	1.000000e+000	7.874222e-001
1.300820312500000e-003	1.000000e+000	8.489507e-001
1.304726562500000e-003	1.000000e+000	9.103805e-001
1.308046875000000e-003	1.000000e+000	9.618676e-001
1.310000000000000e-003	1.000000e+000	9.916818e-001
1.311428571428572e-003	8.571429e-001	8.717506e-001
1.312857142857143e-003	7.142857e-001	7.532067e-001
1.314285714285714e-003	5.714286e-001	6.360499e-001
1.315714285714286e-003	4.285714e-001	5.202804e-001
1.317142857142857e-003	2.857143e-001	4.058980e-001
1.318571428571429e-003	1.428571e-001	2.929029e-001
1.320000000000000e-003	0.000000e+000	1.812950e-001
1.322371651785714e-003	0.000000e+000	2.334670e-001
1.324743303571429e-003	0.000000e+000	2.826915e-001
1.327114955357143e-003	0.000000e+000	3.289683e-001
1.329486607142857e-003	0.000000e+000	3.722975e-001
1.331858258928571e-003	0.000000e+000	4.126791e-001
1.334229910714286e-003	0.000000e+000	4.501132e-001
1.336601562500000e-003	0.000000e+000	4.845996e-001
1.340507812500000e-003	0.000000e+000	5.329820e-001
1.344414062500000e-003	0.000000e+000	5.715516e-001
1.348320312500000e-003	0.000000e+000	6.001077e-001
1.352226562500000e-003	0.000000e+000	6.186072e-001
1.354179687500000e-003	0.000000e+000	6.241139e-001
1.356132812500000e-003	0.000000e+000	6.271585e-001
1.358085937500000e-003	0.000000e+000	6.277773e-001
1.360039062500000e-003	0.000000e+000	6.260148e-001
1.361992187500000e-003	0.000000e+000	6.219236e-001
1.363945312500000e-003	0.000000e+000	6.155641e-001
1.365898437500000e-003	0.000000e+000	6.070043e-001
1.367851562500000e-003	0.000000e+000	5.963189e-001
1.369804687500000e-003	0.000000e+000	5.835893e-001
1.371757812500000e-003	0.000000e+000	5.689031e-001
1.373710937500000e-003	0.000000e+000	5.523536e-001
1.375664062500000e-003	0.000000e+000	5.340391e-001
1.377617187500000e-003	0.000000e+000	5.140629e-001
1.379570312500000e-003	0.000000e+000	4.925326e-001
1.381523437500000e-003	0.000000e+000	4.695594e-001
1.383476562500000e-003	0.000000e+000	4.452578e-001
1.385429687500000e-003	0.000000e+000	4.197454e-001
1.387382812500000e-003	0.000000e+000	3.931418e-001
1.389335937500000e-003	0.000000e+000	3.655685e-001
1.393242187500000e-003	0.000000e+000	3.080047e-001
1.397148437500000e-003	0.000000e+000	2.480872e-001
1.400000000000000e-003	0.000000e+000	2.033569e-001
1.401428571428572e-003	1.428571e-001	3.220145e-001
1.402857142857143e-003	2.857143e-001	4.389566e-001
1.404285714285714e-003	4.285714e-001	5.541831e-001
1.405714285714286e-003	5.714286e-001	6.676941e-001
1.407142857142857e-003	7.142857e-001	7.794896e-001
1.408571428571429e-003	8.571429e-001	8.895696e-001
1.410000000000000e-003	1.000000e+000	9.979341e-001
1.412929687500000e-003	1.000000e+000	9.254992e-001
1.415859375000000e-003	1.000000e+000	8.568509e-001
1.418789062500000e-003	1.000000e+000	7.919892e-001
1.421718750000000e-003	1.000000e+000	7.309140e-001
1.424648437500000e-003	1.000000e+000	6.736254e-001
1.427578125000000e-003	1.000000e+000	6.201234e-001
1.430507812500000e-003	1.000000e+000	5.704079e-001
1.432460937500000e-003	1.000000e+000	5.407342e-001
1.434414062500000e-003	1.000000e+000	5.133672e-001
1.436367187500000e-003	1.000000e+000	4.883658e-001
1.438320312500000e-003	1.000000e+000	4.657785e-001
1.440273437500000e-003	1.000000e+000	4.456441e-001
1.442226562500000e-003	1.000000e+000	4.279909e-001
1.444179687500000e-003	1.000000e+000	4.128378e-001
1.446132812500000e-003	1.000000e+000	4.001936e-001
1.448085937500000e-003	1.000000e+000	3.900575e-001
1.450039062500000e-003	1.000000e+000	3.824194e-001
1.451992187500000e-003	1.000000e+000	3.772598e-001
1.453945312500000e-003	1.000000e+000	3.745503e-001
1.455898437500000e-003	1.000000e+000	3.742537e-001
1.457851562500000e-003	1.000000e+000	3.763245e-001
1.459804687500000e-003	1.000000e+000	3.807093e-001
1.461757812500000e-003	1.000000e+000	3.873466e-001
1.463710937500000e-003	1.000000e+000	3.961681e-001
1.465664062500000e-003	1.000000e+000	4.070980e-001
1.467617187500000e-003	1.000000e+000	4.200545e-001
1.469570312500000e-003	1.000000e+000	4.349495e-001
1.471523437500000e-003	1.000000e+000	4.516892e-001
1.473476562500000e-003	1.000000e+000	4.701750e-001
1.475429687500000e-003	1.000000e+000	4.903032e-001
1.477382812500000e-003	1.000000e+000	5.119661e-001
1.481289062500000e-003	1.000000e+000	5.594475e-001
1.485195312500000e-003	1.000000e+000	6.116919e-001
1.489101562500000e-003	1.000000e+000	6.677368e-001
1.493007812500000e-003	1.000000e+000	7.265995e-001
1.496914062500000e-003	1.000000e+000	7.872930e-001
1.500820312500000e-003	1.000000e+000	8.488407e-001
1.504726562500000e-003	1.000000e+000	9.102904e-001
1.508046875000000e-003	1.000000e+000	9.617949e-001
1.510000000000000e-003	1.000000e+000	9.916195e-001
1.511428571428572e-003	8.571429e-001	8.716960e-001
1.512857142857143e-003	7.142857e-001	7.531596e-001
1.514285714285714e-003	5.714286e-001	6.360105e-001
1.515714285714286e-003	4.285714e-001	5.202485e-001
1.517142857142857e-003	2.857143e-001	4.058737e-001
1.518571428571429e-003	1.428571e-001	2.928860e-001
1.520000000000000e-003	0.000000e+000	1.812855e-001
1.522371651785714e-003	0.000000e+000	2.334698e-001
1.524743303571429e-003	0.000000e+000	2.827060e-001
1.527114955357143e-003	0.000000e+000	3.289942e-001
1.529486607142857e-003	0.000000e+000	3.723343e-001
1.531858258928571e-003	0.000000e+000	4.127264e-001
1.534229910714286e-003	0.000000e+000	4.501705e-001
1.536601562500000e-003	0.000000e+000	4.846666e-001
1.540507812500000e-003	0.000000e+000	5.330634e-001
1.544414062500000e-003	0.000000e+000	5.716455e-001
1.548320312500000e-003	0.000000e+000	6.002123e-001
1.552226562500000e-003	0.000000e+000	6.187205e-001
1.554179687500000e-003	0.000000e+000	6.242307e-001
1.556132812500000e-003	0.000000e+000	6.272785e-001
1.558085937500000e-003	0.000000e+000	6.278999e-001
1.560039062500000e-003	0.000000e+000	6.261394e-001
1.561992187500000e-003	0.000000e+000	6.220498e-001
1.563945312500000e-003	0.000000e+000	6.156914e-001
1.565898437500000e-003	0.000000e+000	6.071321e-001
1.567851562500000e-003	0.000000e+000	5.964468e-001
1.569804687500000e-003	0.000000e+000	5.837168e-001
1.571757812500000e-003	0.000000e+000	5.690296e-001
1.573710937500000e-003	0.000000e+000	5.524787e-001
1.575664062500000e-003	0.000000e+000	5.341624e-001
1.577617187500000e-003	0.000000e+000	5.141840e-001
1.579570312500000e-003	0.000000e+000	4.926510e-001
1.581523437500000e-003	0.000000e+000	4.696748e-001
1.583476562500000e-003	0.000000e+000	4.453698e-001
1.585429687500000e-003	0.000000e+000	4.198537e-001
1.587382812500000e-003	0.000000e+000	3.932459e-001
1.589335937500000e-003	0.000000e+000	3.656681e-001
1.593242187500000e-003	0.000000e+000	3.080946e-001
1.597148437500000e-003	0.000000e+000	2.481665e-001
1.600000000000000e-003	0.000000e+000	2.034279e-001
1.601428571428572e-003	1.428571e-001	3.220812e-001
1.602857142857143e-003	2.857143e-001	4.390189e-001
1.604285714285714e-003	4.285714e-001	5.542410e-001
1.605714285714286e-003	5.714286e-001	6.677476e-001
1.607142857142857e-003	7.142857e-001	7.795386e-001
1.608571428571429e-003	8.571429e-001	8.896140e-001
1.610000000000000e-003	1.000000e+000	9.979739e-001
1.612929687500000e-003	1.000000e+000	9.255294e-001
1.615859375000000e-003	1.000000e+000	8.568717e-001
1.618789062500000e-003	1.000000e+000	7.920007e-001
1.621718750000000e-003	1.000000e+000	7.309165e-001
1.624648437500000e-003	1.000000e+000	6.736191e-001
1.627578125000000e-003	1.000000e+000	6.201084e-001
1.630507812500000e-003	1.000000e+000	5.703845e-001
1.632460937500000e-003	1.000000e+000	5.407056e-001
1.634414062500000e-003	1.000000e+000	5.133336e-001
1.636367187500000e-003	1.000000e+000	4.883274e-001
1.638320312500000e-003	1.000000e+000	4.657355e-001
1.640273437500000e-003	1.000000e+000	4.455967e-001
1.642226562500000e-003	1.000000e+000	4.279395e-001
1.644179687500000e-003	1.000000e+000	4.127826e-001
1.646132812500000e-003	1.000000e+000	4.001349e-001
1.648085937500000e-003	1.000000e+000	3.899956e-001
1.650039062500000e-003	1.000000e+000	3.823546e-001
1.651992187500000e-003	1.000000e+000	3.771923e-001
1.653945312500000e-003	1.000000e+000	3.744805e-001
1.655898437500000e-003	1.000000e+000	3.741819e-001
1.657851562500000e-003	1.000000e+000	3.762510e-001
1.659804687500000e-003	1.000000e+000	3.806344e-001
1.661757812500000e-003	1.000000e+000	3.872707e-001
1.663710937500000e-003	1.000000e+000	3.960913e-001
1.665664062500000e-003	1.000000e+000	4.070208e-001
1.667617187500000e-003	1.000000e+000	4.199771e-001
1.669570312500000e-003	1.000000e+000	4.348722e-001
1.671523437500000e-003	1.000000e+000	4.516124e-001
1.673476562500000e-003	1.000000e+000	4.700989e-001
1.675429687500000e-003	1.000000e+000	4.902281e-001
1.677382812500000e-003	1.000000e+000	5.118923e-001
1.681289062500000e-003	1.000000e+000	5.593768e-001
1.685195312500000e-003	1.000000e+000	6.116254e-001
1.689101562500000e-003	1.000000e+000	6.676753e-001
1.693007812500000e-003	1.000000e+000	7.265437e-001
1.696914062500000e-003	1.000000e+000	7.872436e-001
1.700820312500000e-003	1.000000e+000	8.487981e-001
1.704726562500000e-003	1.000000e+000	9.102551e-001
1.708046875000000e-003	1.000000e+000	9.617659e-001
1.710000000000000e-003	1.000000e+000	9.915942e-001
1.711428571428572e-003	8.571429e-001	8.716735e-001
1.712857142857143e-003	7.142857e-001	7.531400e-001
1.714285714285714e-003	5.714286e-001	6.359936e-001
1.715714285714286e-003	4.285714e-001	5.202344e-001
1.717142857142857e-003	2.857143e-001	4.058623e-001
1.718571428571429e-003	1.428571e-001	2.928774e-001
1.720000000000000e-003	0.000000e+000	1.812797e-001
1.721255580357143e-003	0.000000e+000	2.089949e-001
1.722511160714286e-003	0.000000e+000	2.359843e-001
1.723766741071429e-003	0.000000e+000	2.622479e-001
1.725022321428572e-003	0.000000e+000	2.877858e-001
1.726277901785715e-003	0.000000e+000	3.125978e-001
1.727533482142857e-003	0.000000e+000	3.366841e-001
1.728789062500000e-003	0.000000e+000	3.600445e-001
1.730742187500000e-003	0.000000e+000	3.945162e-001
1.732695312500000e-003	0.000000e+000	4.268328e-001
1.734648437500000e-003	0.000000e+000	4.569139e-001
1.738554687500000e-003	0.000000e+000	5.100985e-001
1.742460937500000e-003	0.000000e+000	5.536281e-001
1.746367187500000e-003	0.000000e+000	5.872223e-001
1.750273437500000e-003	0.000000e+000	6.107593e-001
1.754179687500000e-003	0.000000e+000	6.242727e-001
1.756132812500000e-003	0.000000e+000	6.273217e-001
1.758085937499999e-003	0.000000e+000	6.279441e-001
1.760039062499999e-003	0.000000e+000	6.261846e-001
1.761992187499999e-003	0.000000e+000	6.220956e-001
1.763945312499999e-003	0.000000e+000	6.157377e-001
1.765898437499999e-003	0.000000e+000	6.071787e-001
1.767851562499998e-003	0.000000e+000	5.964935e-001
1.769804687499998e-003	0.000000e+000	5.837635e-001
1.771757812499998e-003	0.000000e+000	5.690762e-001
1.773710937499998e-003	0.000000e+000	5.525248e-001
1.775664062499998e-003	0.000000e+000	5.342080e-001
1.777617187499997e-003	0.000000e+000	5.142289e-001
1.779570312499997e-003	0.000000e+000	4.926950e-001
1.781523437499997e-003	0.000000e+000	4.697177e-001
1.783476562499997e-003	0.000000e+000	4.454116e-001
1.785429687499996e-003	0.000000e+000	4.198942e-001
1.787382812499996e-003	0.000000e+000	3.932850e-001
1.789335937499996e-003	0.000000e+000	3.657057e-001
1.793242187499996e-003	0.000000e+000	3.081287e-001
1.797148437499995e-003	0.000000e+000	2.481968e-001
1.799140624999927e-003	0.000000e+000	2.170007e-001
1.800000000000000e-003	0.000000e+000	2.034553e-001
